epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
143,4.325816,3.993694,0.3284,0.9355,0.9079,0.9215,0.3321,4.411340,4.079192,0.3117,0.7397,0.8844,0.8056,0.3321,0.0855,1.8e-04,173.8
144,4.324340,3.992278,0.3291,0.9336,0.9063,0.9197,0.3321,4.403633,4.077913,0.3118,0.7384,0.8824,0.8040,0.3257,0.0793,1.9e-04,173.8
145,4.324961,3.992572,0.3292,0.9339,0.9078,0.9206,0.3324,4.402139,4.077214,0.3123,0.7665,0.8629,0.8118,0.3249,0.0772,2.0e-04,173.8
146,4.324746,3.992310,0.3293,0.9367,0.9080,0.9221,0.3324,4.405941,4.078603,0.3118,0.7726,0.8571,0.8127,0.3273,0.0812,2.1e-04,174.7
147,4.323636,3.991011,0.3297,0.9354,0.9066,0.9208,0.3326,4.409655,4.077609,0.3121,0.7511,0.8698,0.8061,0.3320,0.0860,2.2e-04,173.8
148,4.323573,3.990919,0.3298,0.9366,0.9074,0.9218,0.3327,4.404941,4.078719,0.3116,0.7376,0.8776,0.8015,0.3262,0.0814,2.3e-04,173.8
149,4.323814,3.991271,0.3298,0.9350,0.9097,0.9222,0.3325,4.405174,4.077578,0.3121,0.7358,0.8790,0.8011,0.3276,0.0814,2.4e-04,173.9
150,4.323063,3.990676,0.3302,0.9350,0.9094,0.9221,0.3324,4.409406,4.078170,0.3121,0.7642,0.8571,0.8080,0.3312,0.0863,2.5e-04,174.9
151,4.322464,3.989748,0.3304,0.9346,0.9057,0.9199,0.3327,4.410744,4.079161,0.3120,0.7408,0.8771,0.8032,0.3316,0.0883,2.6e-04,173.8
152,4.322848,3.990493,0.3302,0.9349,0.9069,0.9207,0.3324,4.404132,4.077399,0.3125,0.7603,0.8712,0.8120,0.3267,0.0813,2.7e-04,173.8
