epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
135,2.237316,2.203640,0.3770,0.8590,0.8727,0.8658,0.3368,2.334234,2.305741,0.3494,0.6487,0.8287,0.7277,0.2849,0.0969,5.7e-04,102.0
136,2.223816,2.190215,0.3799,0.8653,0.8671,0.8662,0.3360,2.343733,2.315685,0.3459,0.6665,0.8305,0.7395,0.2805,0.1199,5.6e-04,101.4
137,2.229156,2.195652,0.3787,0.8577,0.8732,0.8654,0.3350,2.336693,2.309313,0.3474,0.6447,0.8448,0.7313,0.2738,0.1075,5.5e-04,102.0
138,2.235455,2.201535,0.3791,0.8499,0.8793,0.8644,0.3392,2.337854,2.308931,0.3486,0.6177,0.8609,0.7193,0.2892,0.1024,5.4e-04,101.4
139,2.223180,2.189394,0.3810,0.8572,0.8782,0.8676,0.3379,2.325046,2.297520,0.3513,0.6398,0.8494,0.7299,0.2753,0.1019,5.2e-04,102.2
140,2.227269,2.193495,0.3787,0.8650,0.8726,0.8688,0.3377,2.322933,2.295646,0.3520,0.5552,0.8902,0.6839,0.2729,0.0957,5.1e-04,101.5
141,2.219573,2.185959,0.3824,0.8613,0.8756,0.8684,0.3361,2.329491,2.300898,0.3504,0.7156,0.7983,0.7547,0.2859,0.1099,5.0e-04,102.0
142,2.221159,2.187520,0.3817,0.8633,0.8764,0.8698,0.3364,2.332300,2.304955,0.3501,0.6378,0.8511,0.7292,0.2735,0.1111,4.9e-04,101.4
143,2.219374,2.185675,0.3823,0.8641,0.8778,0.8709,0.3370,2.325142,2.297463,0.3512,0.6355,0.8529,0.7283,0.2768,0.1058,4.7e-04,102.0
144,2.220967,2.187199,0.3822,0.8732,0.8671,0.8702,0.3377,2.320907,2.292945,0.3532,0.6234,0.8609,0.7231,0.2796,0.0999,4.6e-04,101.4
145,2.221443,2.187723,0.3817,0.8667,0.8711,0.8689,0.3372,2.332782,2.305029,0.3495,0.7255,0.7822,0.7528,0.2775,0.1113,4.5e-04,102.0
146,2.215481,2.181891,0.3841,0.8560,0.8800,0.8678,0.3359,2.325717,2.297290,0.3513,0.6162,0.8672,0.7205,0.2843,0.1102,4.4e-04,101.9
147,2.207033,2.173348,0.3830,0.8693,0.8778,0.8735,0.3368,2.323876,2.296477,0.3501,0.5998,0.8736,0.7113,0.2740,0.1168,4.3e-04,101.5
148,2.210086,2.176486,0.3851,0.8702,0.8790,0.8746,0.3360,2.318226,2.290632,0.3528,0.6812,0.8351,0.7503,0.2759,0.1081,4.1e-04,101.9
149,2.209251,2.175633,0.3843,0.8675,0.8828,0.8751,0.3362,2.326999,2.298926,0.3512,0.5901,0.8805,0.7066,0.2807,0.1177,4.0e-04,101.5
150,2.212318,2.178772,0.3832,0.8656,0.8769,0.8712,0.3355,2.312575,2.284402,0.3534,0.6430,0.8529,0.7332,0.2817,0.1003,3.9e-04,101.9
151,2.200612,2.167197,0.3869,0.8661,0.8780,0.8720,0.3341,2.318876,2.291231,0.3542,0.6510,0.8500,0.7373,0.2764,0.1183,3.8e-04,101.4
152,2.201866,2.168465,0.3847,0.8671,0.8689,0.8680,0.3340,2.316072,2.288235,0.3513,0.6070,0.8724,0.7159,0.2784,0.1142,3.7e-04,101.9
